pid,pos_title,company_name,pos_summary,pos_start_month,pos_start_year,pos_end_month,pos_end_year,location
643,Academic Projects,Mills College,"Master’s Thesis: Dose Makes the Poison (Android app)
Planned and built a mobile application using Java & Android Studio that gives users quick and non-inflammatory feedback about the toxicity of food ingredients based on the median lethal dose (LD50), and allows them to save and/or share results. Uses Jsoup library to sc... See more",01,2017,12,2018,"Oakland, CA"
643,Intern with Mozilla Webcompat (webcompat.com),Outreachy,"Contributed bug fixes and enhancements to bug reporting extensions and webcompat.com
Triaged webcompat bugs by attempting to reproduce reported issues and offer basic diagnostic information
Built a Python/Django site to direct contributors to a good next webcompat bug to ... See more",05,2018,08,2018,Remote
643,Freelance Copy Editor,Self-Employed,"Carefully and efficiently performed detailed editing of manuscripts covering management, emotional intelligence, tourism/hospitality, and other fields with all changes tracked -- often on short notice",04,2014,06,2017,USA
643,Owner/Manager,Ca de l'Üga Dulza Apartments,"• Scheduled occupancy for two apartment units, negotiated pricing and coordinated payments
• Designed and updated canned gmail responses for diverse situations in 3 languages, saving time during booking process
• Designed website using WordPress, HTML and CSS",04,2008,11,2014,"Lake Como, Italy"
643,Administrative Secretary,"Nicotek, Srl","• Replaced failed hard drive, restored 95% of corrupted records
• Researched, implemented, and trained directors on new Windows software to streamline order processing, invoicing, and accounts receivable -- decreased time for monthly invoicing by 75%... See more",01,2010,10,2014,"Lake Como, Italy"
645,Assistant Director of MCenter Operations,Mills College,"Responsible for oversight of business practices executed by departments within the MCenter-Financial Aid, Student Accounts, and Registrar",01,2019,13,9999,San Francisco Bay Area
645,Admissions Operations and Communications Assistant,Mills College,"- Manage undergraduate admission data using Technolutions Slate CRM
- Process undergraduate applications and materials
- Ensure application data is accurate and complete
- Manage event registration and communications... See more",11,2015,01,2019,San Francisco Bay Area
645,"IT Support Analyst, Associate",Qualcomm,"ADP GlobalView Implementation (Payroll): 20,000 employees
- Coordination and project planning assistance during User Acceptance Testing, Parallel 1 and 2, Cutover, and Stabilization
- Recommend configuration changes based on Parallel test results... See more",02,2015,09,2015,Greater San Diego Area
645,"Seasonal Hire, IT External Support",Qualcomm,"Provided Tier 1 technical support and troubleshooting for Toq smartwatch via phone and email
Used Salesforce to keep accurate log of all support activity
Assisted in review and update of Knowledge Base articles",06,2014,09,2014,Greater San Diego Area
645,Founding Member,Concinnity Quartet,"- Author of press releases, bios, grant applications, and festival applications
- Creator and author of quartet blog
- Coordinated fundraising and outreach events
- Quartet performed full recital at the International Clarinet Association ClarinetFest... See more",03,2012,08,2013,"Stockton, California Area"
645,Office Manager,University of the Pacific,"- Lead new hire training for University Welcome Center
- Lead staff training for new online time sheet system
- Facilitate job performance evaluations
- Sit on new hire interview panels",08,2012,05,2013,"Stockton, California Area"
645,Ambassador,University of the Pacific,"- Gave campus tours to visitors including prospective students and families
- Trained new ambassadors
- Certified tour quality of returning ambassadors",11,2009,05,2013,"Stockton, California Area"
645,Student Orientation Director,University of the Pacific,"- Assisted in coordination and planning of New Student Orientation
- Improved upon wellness session created while in the position in 2011",05,2012,08,2012,"Stockton, California Area"
645,Student Orientation Director,University of the Pacific,"- Assisted in coordination and planning of New Student Orientation
- Created and implemented orientation session to introduce students to the University's holistic wellness initiative and related campus resources",05,2011,08,2011,"Stockton, California Area"
646,Software Engineer Student,Hackbright Academy,"12-week immersive software engineering program focused on the fundamentals of computer science in addition to modern web development.

Languages, frameworks, and tools learned: Python, Flask, Jinja, Javascript, AJAX, jQuery, HTML/CSS, React, SQL, Postgres, SQLAlchemy.",01,2019,03,2019,San Francisco
646,Freelance Software Engineer,Upwork,"• Developed custom functional web components, modules, and add-ons
• Fully designed new interface based on extensive prototyping and iterations for improved user experience
• Facilitated and supported client needs including deployment, debugging, improvi... See more",06,2018,01,2019,
646,Web Developer,"Planna, Inc.","• Lead and redesigned UX process and user testing using surveys, to improve data-driven decision making and define new features and product direction
• Lead the testing effort to address cross-platform/cross-browser compatibility and fixed
subsequent bugs",07,2018,08,2018,
646,Graduate Teaching Assistant in Computer Science Department,Mills College,"•Selected by the professor to tutor the undergraduate students by focusing on computer science fundamentals
•Held office hours to aid students in their understanding of CS concepts, algorithms and coding... See more",08,2016,05,2018,"Oakland, CA"
646,Computer Science Club Associate,College of San Mateo,"• Planned, organized, and scheduled club events to promote Computer Science
• Communicated and interacted with guests at hosted events
• Actively recruited new club members",08,2015,05,2016,"San Mateo, CA"
646,Music Teacher,Shanwei Middle School,"• Developed lesson plans based on curriculum
• Conducted music lessons for groups of 120 students
• Organized and hosted student chorus competition
• Provided private one on one lessons for competition candidates... See more",08,2010,08,2012,"Shantou, Guangdong, China"
647,Software Engineer I,Twitter,,07,2018,13,9999,San Francisco Bay Area
647,Instructor,Mission Bit,"Teaching JavaScript, HTML, and CSS to high school students",01,2018,13,9999,San Francisco Bay Area
647,Teaching Assistant,Mills College,"Hold office hours and grade for Discrete Math II, Data Structures and Algorithms, and Theory of Algorithms. Designed a hash table assignment for Data Structures and Algorithms. Helped students build apps in App Inventor for the Mills Summer Academic Workshop Introduction to Computer Science course",07,2017,13,9999,"Oakland, CA"
647,Peer Tutor,Mills College,"Peer tutor for Introduction to Computer Science starting in Spring 2016

Peer tutor for Computer Architecture starting in Fall 2016
... See more",02,2016,13,9999,
647,Proofreader,TriptTrist.com,,01,2015,05,2015,
647,"Student Tech Assistant, Foster Youth Independence Program",Cabrillo College,Created a customized tumblr page,01,2014,05,2014,
648,Teaching Assistant for Cryptography and Network Security class,Mills College,,01,2019,13,9999,"Oakland, California"
648,Computer Science Seminar Assistant,Mills College,,08,2018,13,9999,
648,Teaching Assistant for the CS and Math Department,Mills College,,01,2018,13,9999,
648,Teaching Assistant for the Machine Learning class,Mills College,,08,2018,12,2018,"Oakland, California"
648,Software Developer (part time),BodyUWear,"Data processing and visualization, development of algorithms for wearable sensors.",03,2015,13,9999,
648,Intern,Nexjoin,"Writing and testing Web Application software using Java, Eclipse IDE, JavaScript, HTML, CSS, XML, Maven, Backbone.js, JUnit",01,2014,05,2014,
648,Technical Intern,San Ramon Regional Medical Center,"A Short, internship with the San Ramon Regional Medical Center.

Primarily focused on rebuilding, building, designing, and constructing the Intranet Network for inter-departmental informational exchange, storage, and access, centering around ... See more",06,2013,09,2013,San Ramon
649,Security Engineer,Autodesk,"Systems hardening automation via Chef
Vulnerability detection and remediation on AWS infrastructure",06,2018,13,9999,San Francisco Bay Area
649,"DevOps Engineer, Mobile Defense",Proofpoint,"Architected, supported, and scaled AWS and on-site infrastructure that enabled the service to download and conduct threat analysis on millions of mobile apps. Evaluated and remediated security vulnerabilities, documented architecture and maintenance procedures. Designed and executed the migration to a different data center.... See more",11,2015,06,2018,"Sunnyvale, CA"
649,"IT Engineer, Infrastructure Delivery and Operations",Cisco,"Configured, administered, optimized, and troubleshooted Ceph/Linux/NetApp
environments. Implemented and maintained Nagios monitoring system.
Resolved storage provisioning tickets. Configured and tested OpenStack infrastructure.",07,2014,11,2015,"San Jose, California"
